* Measurement data measured by REW V5.31.3
* Source: Scarlett 2i2 4th Gen, MICROPHONE, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -12.2 dBFS using a loopback as a timing reference
* Dated: May 16, 2026 9:43:07 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 5.0806 ms (1.743 m, 5 ft 8.6 in)  relative to Loopback from SPEAKER L to MICROPHONE 2 with no timing offset
* Measurement: L+R uTV_doma_loopback May 16
* Smoothing: 1/12 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
372.391968 114.935 101.6748
375.090454 115.709 92.8491
377.808533 116.349 82.5269
380.546265 116.845 71.4744
383.303864 117.256 60.3171
386.081451 117.646 49.2366
388.879150 118.016 38.0684
391.697144 118.298 26.7227
394.535522 118.411 15.6506
397.394501 118.334 6.0071
400.274170 118.126 -1.0508
403.174744 117.884 -5.8208
406.096313 117.656 -10.5037
409.039062 117.407 -16.7874
412.003113 117.076 -24.1658
414.988647 116.658 -31.2639
417.995850 116.222 -37.5999
421.024811 115.851 -43.9858
424.075714 115.567 -51.3337
427.148743 115.333 -59.6526
430.244049 115.110 -68.3391
433.361786 114.899 -76.8088
436.502106 114.728 -84.8037
439.665161 114.625 -92.3442
442.851166 114.613 -99.5437
446.060242 114.709 -106.7532
449.292572 114.905 -114.5747
452.548340 115.171 -123.3901
455.827698 115.480 -133.2500
459.130798 115.804 -144.1572
462.457855 116.094 -156.1335
465.809021 116.277 -169.1021
469.184448 116.273 177.2561
472.584381 116.018 163.5903
476.008911 115.478 150.9236
479.458252 114.669 140.6602
482.932617 113.679 134.2515
486.432159 112.672 132.1384
489.957031 111.861 132.2205
493.507477 111.422 130.7363
497.083618 111.368 125.5215
500.685699 111.556 116.7229
504.313873 111.805 105.3416
507.968323 111.987 92.3564
511.649292 112.034 78.6060
515.356934 111.923 64.9585
519.091370 111.677 52.5479
522.852966 111.375 42.6035
526.641724 111.117 35.3540
530.458008 110.935 28.6711
534.301941 110.748 19.4805
538.173706 110.432 6.9358
542.073547 109.935 -7.6775
546.001648 109.323 -22.7334
549.958191 108.768 -36.9795
553.943420 108.509 -49.7732
557.957520 108.719 -61.8796
562.000671 109.379 -76.1946
566.073181 110.291 -95.6257
570.175171 111.228 -120.4968
574.306885 112.024 -148.6418
578.468567 112.590 -177.2607
582.660400 112.894 155.6025
586.882568 112.961 130.9690
591.135376 112.892 109.2725
595.419006 112.848 90.3721
599.733643 112.982 73.5078
604.079590 113.328 57.6479
608.456970 113.795 42.0918
612.866089 114.275 26.7910
617.307190 114.737 12.1221
621.780457 115.217 -1.7139
626.286133 115.747 -15.1523
630.824463 116.294 -29.0781
635.395691 116.769 -44.0376
640.000000 117.096 -59.8799
644.637695 117.234 -76.0869
649.309021 117.177 -92.0625
654.014160 116.957 -107.2236
658.753418 116.656 -121.2080
663.527039 116.383 -134.1406
668.335205 116.213 -146.6313
673.178284 116.135 -159.4019
678.056396 116.074 -172.7573
682.969849 115.943 173.5239
687.918945 115.685 160.0122
692.903870 115.288 147.4604
697.924927 114.818 136.4351
702.982422 114.404 126.7549
708.076477 114.173 117.5151
713.207520 114.170 107.7588
718.375732 114.358 97.0156
723.581360 114.658 85.2397
728.824707 114.987 72.4980
734.106079 115.256 58.7959
739.425720 115.370 44.2871
744.783936 115.266 29.5703
750.180908 114.964 15.4849
755.617065 114.553 2.6953
761.092529 114.161 -8.5420
766.607727 113.925 -18.7266
772.162903 113.912 -29.2041
777.758301 114.063 -41.2056
783.394287 114.240 -54.9585
789.071045 114.325 -69.8770
794.789001 114.277 -85.2046
800.548340 114.126 -100.6494
806.349487 113.928 -116.5156
812.192627 113.717 -133.1045
818.078125 113.505 -150.3218
824.006226 113.295 -167.6807
829.977295 113.097 175.6699
835.991699 112.907 161.3872
842.049622 112.696 153.2397
848.151428 112.423 155.7520
854.297485 112.055 161.6636
860.488098 111.595 158.0034
866.723572 111.097 146.7314
873.004211 110.627 132.5454
879.330322 110.231 117.9072
885.702332 109.917 103.4580
892.120483 109.647 88.7251
898.585144 109.375 73.6870
905.096680 109.109 59.4844
911.655396 108.883 48.3818
918.261597 108.694 47.1816
924.915710 108.500 70.9316
931.618042 108.276 93.5308
938.368896 108.046 92.1836
945.168762 107.880 82.4272
952.017822 107.870 69.9033
958.916504 108.047 55.8188
965.865234 108.350 40.4648
972.864319 108.688 24.3813
979.914062 109.039 8.2456
987.014954 109.442 -7.6089
994.167236 109.944 -23.2427
1001.371399 110.539 -38.8545
1008.627747 111.184 -54.5103
1015.936646 111.838 -70.1567
1023.298584 112.473 -85.9434
1030.713867 113.052 -102.3740
1038.182739 113.513 -119.8843
1045.705933 113.813 -138.3149
1053.283447 113.972 -157.1362
1060.916016 114.059 -176.0059
1068.603882 114.141 165.1353
1076.347412 114.256 146.1675
1084.147095 114.390 126.9048
1092.003296 114.499 107.2559
1099.916382 114.536 87.3428
1107.886841 114.485 67.3979
1115.915039 114.353 47.6226
1124.001343 114.150 28.1572
1132.146362 113.888 9.1470
1140.350342 113.585 -9.2842
1148.613770 113.277 -27.1138
1156.937134 113.016 -44.6221
1165.320801 112.834 -62.3340
1173.765137 112.722 -80.6045
1182.270752 112.648 -99.5063
1190.838013 112.575 -118.9614
1199.467285 112.479 -138.8438
1208.159180 112.342 -158.9976
1216.913940 112.151 -179.2114
1225.732178 111.894 160.7603
1234.614380 111.567 141.2017
1243.560913 111.198 122.2168
1252.572266 110.836 103.6255
1261.648926 110.532 85.3164
1270.791382 110.329 67.4419
1280.000000 110.265 50.1924
1289.275391 110.355 33.0591
1298.618042 110.555 14.6621
1308.028320 110.755 -5.9399
1317.506836 110.843 -28.4038
1327.054077 110.768 -51.6548
1336.670410 110.567 -74.9556
1346.356567 110.329 -98.7266
1356.112793 110.123 -124.1021
1365.939697 109.956 -151.8916
1375.837891 109.801 177.3755
1385.807739 109.620 142.8608
1395.849854 109.411 103.2002
1405.964844 109.240 56.6865
1416.152954 109.200 4.5933
1426.415039 109.347 -45.3799
1436.751465 109.678 -87.6499
1447.162720 110.155 -123.1338
1457.649414 110.733 -154.6387
1468.212158 111.343 175.2773
1478.851440 111.887 145.2261
1489.567871 112.277 115.0996
1500.361816 112.483 85.3599
1511.234131 112.544 56.2959
1522.185059 112.522 27.6226
1533.215454 112.437 -1.1025
1544.325806 112.245 -29.8857
1555.516602 111.902 -58.2852
