* Measurement data measured by REW V5.31.3
* Source: Scarlett 2i2 4th Gen, MICROPHONE, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -12.2 dBFS using a loopback as a timing reference
* Dated: May 16, 2026 9:36:47 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 4.5798 ms (1.571 m, 5 ft 1.8 in)  relative to Loopback from SPEAKER L to MICROPHONE 2 with no timing offset
* Measurement: L uTV_doma_loopback May 16
* Smoothing: 1/12 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
223.030121 107.778 55.3037
224.646286 108.574 48.1479
226.274170 109.261 38.0342
227.913849 109.694 26.2104
229.565399 109.815 13.7361
231.228928 109.639 1.9077
232.904510 109.244 -7.0789
234.592224 108.755 -7.4854
236.292191 108.306 16.5173
238.004456 107.981 51.5518
239.729126 107.787 58.2019
241.466309 107.698 53.4983
243.216080 107.694 45.7957
244.978516 107.756 37.3291
246.753738 107.844 28.7603
248.541809 107.909 20.3489
250.342850 107.902 12.2673
252.156937 107.783 4.7380
253.984161 107.534 -1.8691
255.824646 107.179 -7.1340
257.678467 106.788 -10.8325
259.545685 106.459 -12.8914
261.426483 106.318 -13.0715
263.320862 106.494 -11.1675
265.229004 107.062 -7.8254
267.150970 107.959 -5.0786
269.086853 109.006 -5.1487
271.036774 110.012 -8.7976
273.000824 110.838 -15.4038
274.979095 111.402 -23.8606
276.971710 111.660 -33.0608
278.978760 111.598 -41.8975
281.000336 111.251 -49.2188
283.036591 110.727 -54.0850
285.087585 110.202 -56.3040
287.153442 109.863 -56.8296
289.234283 109.812 -57.3074
291.330200 110.018 -58.8884
293.441284 110.391 -61.6641
295.567688 110.874 -65.2068
297.709503 111.450 -69.2952
299.866821 112.094 -74.1094
302.039795 112.759 -79.9351
304.228485 113.390 -86.8354
306.433044 113.948 -94.6755
308.653595 114.400 -103.3289
310.890228 114.697 -112.6782
313.143066 114.784 -122.4487
315.412231 114.619 -132.0842
317.697845 114.199 -140.7988
320.000000 113.573 -147.7524
322.318848 112.842 -152.3472
324.654510 112.145 -154.6848
327.007080 111.617 -155.7380
329.376709 111.328 -156.6809
331.763519 111.276 -158.2485
334.167603 111.403 -160.8596
336.589142 111.614 -164.6709
339.028198 111.818 -169.4248
341.484924 111.969 -174.5706
343.959473 112.084 -179.6257
346.451935 112.208 175.5383
348.962463 112.377 170.8022
351.491211 112.612 166.0605
354.038239 112.922 161.1755
356.603760 113.291 155.8262
359.187866 113.659 149.6572
361.790680 113.942 142.6250
364.412354 114.080 135.1401
367.053040 114.065 127.9048
369.712860 113.960 121.5918
372.391968 113.884 116.4529
375.090454 113.954 112.0562
377.808533 114.213 107.4602
380.546265 114.602 101.7883
383.303864 115.012 94.6997
386.081451 115.347 86.3884
388.879150 115.546 77.2874
391.697144 115.579 67.8867
394.535522 115.447 58.7051
397.394501 115.194 50.1890
400.274170 114.896 42.4529
403.174744 114.624 35.1892
406.096313 114.396 27.9741
409.039062 114.190 20.6677
412.003113 113.988 13.3762
414.988647 113.790 6.0962
417.995850 113.587 -1.3225
421.024811 113.351 -8.8030
424.075714 113.069 -15.9216
427.148743 112.772 -22.2449
430.244049 112.522 -27.8735
433.361786 112.346 -33.5801
436.502106 112.207 -40.0735
439.665161 112.039 -47.3140
442.851166 111.818 -54.7185
446.060242 111.573 -61.6311
449.292572 111.379 -67.6267
452.548340 111.303 -72.9453
455.827698 111.345 -78.6274
459.130798 111.424 -85.7805
462.457855 111.434 -94.6306
465.809021 111.310 -104.6650
469.184448 111.012 -115.2004
472.584381 110.505 -125.4106
476.008911 109.781 -134.2661
479.458252 108.901 -140.8943
482.932617 108.000 -145.2251
486.432159 107.247 -148.3752
489.957031 106.748 -152.1873
493.507477 106.468 -158.0215
497.083618 106.264 -166.0425
500.685699 106.004 -175.5000
504.313873 105.647 174.6931
507.968323 105.246 165.7090
511.649292 104.910 159.0298
515.356934 104.749 156.5583
519.091370 104.804 158.5588
522.852966 105.006 159.8684
526.641724 105.220 154.7363
530.458008 105.321 143.1479
534.301941 105.238 127.1572
538.173706 104.960 107.9817
542.073547 104.541 85.4031
546.001648 104.119 56.8525
549.958191 103.897 16.6550
553.943420 104.060 -31.8870
557.957520 104.670 -67.5681
562.000671 105.656 -88.1252
566.073181 106.859 -100.6814
570.175171 108.095 -110.9517
574.306885 109.211 -122.4717
578.468567 110.119 -136.0308
582.660400 110.824 -150.8323
586.882568 111.392 -165.9937
591.135376 111.892 178.8862
595.419006 112.344 164.0171
599.733643 112.734 149.6135
604.079590 113.041 135.9890
608.456970 113.278 123.5359
612.866089 113.508 112.4282
617.307190 113.809 102.0859
621.780457 114.193 91.3862
626.286133 114.589 79.5312
630.824463 114.899 66.4185
635.395691 115.046 52.5139
640.000000 115.004 38.5078
644.637695 114.791 25.0459
649.309021 114.459 12.6216
654.014160 114.084 1.4170
658.753418 113.742 -8.9106
663.527039 113.470 -18.9951
668.335205 113.251 -29.1357
673.178284 113.051 -39.0322
678.056396 112.871 -47.9150
682.969849 112.766 -55.0195
687.918945 112.815 -60.4272
692.903870 113.041 -65.5947
697.924927 113.394 -72.3379
702.982422 113.806 -81.2217
708.076477 114.237 -91.8027
713.207520 114.662 -103.6353
718.375732 115.035 -116.5127
723.581360 115.305 -130.1592
728.824707 115.439 -144.1240
734.106079 115.437 -157.9404
739.425720 115.326 -171.2524
744.783936 115.150 175.9829
750.180908 114.941 163.3887
755.617065 114.678 150.6709
761.092529 114.310 138.0859
766.607727 113.820 126.2910
772.162903 113.255 115.7803
777.758301 112.704 106.4614
783.394287 112.239 97.5747
789.071045 111.871 88.2183
794.789001 111.563 78.1587
800.548340 111.284 67.7378
806.349487 111.020 57.4844
812.192627 110.778 48.0977
818.078125 110.602 40.1533
824.006226 110.554 33.3701
829.977295 110.668 26.4395
835.991699 110.923 18.1216
842.049622 111.247 7.8657
848.151428 111.539 -4.3345
854.297485 111.706 -17.9893
860.488098 111.702 -32.3433
866.723572 111.519 -46.6279
873.004211 111.173 -60.0322
879.330322 110.723 -71.7642
885.702332 110.265 -81.2773
892.120483 109.901 -88.2295
898.585144 109.707 -93.0728
905.096680 109.692 -97.9521
911.655396 109.787 -105.0996
918.261597 109.924 -114.7217
924.915710 110.086 -125.9302
931.618042 110.286 -138.0532
938.368896 110.516 -150.8398
945.168762 110.727 -164.2300
952.017822 110.858 -178.0386
958.916504 110.886 168.1909
965.865234 110.856 154.8101
972.864319 110.837 141.6680
979.914062 110.859 128.3857
987.014954 110.904 114.9189
994.167236 110.956 101.7007
1001.371399 111.033 89.2612
1008.627747 111.167 77.5454
1015.936646 111.351 65.5923
1023.298584 111.523 52.3198
1030.713867 111.609 37.5962
1038.182739 111.560 22.0659
